"Feature ID","Application Name","Type","T-Shirt Size","Option","Prioritised, Awaiting Analysis","Analysis Completed","Development Started","Systest Ready","Systest OK","In UAT","Ready For Release","In Production","Lead Time","Cycle Time","Development Cycle Time"
"S-102","Project S","MMF",,"03/12/2010","01/02/2011","01/02/2011","04/02/2011","10/02/2011","10/02/2011","10/02/2011","11/02/2011","15/02/2011",53,8,5
,,,,,,,,,,,,,,,
"A-270","Project A","Bug",,"03/12/2010",,,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"A-271","Project A","MMF",,"03/12/2010","13/12/2010","13/12/2010","04/01/2011","12/01/2011","12/01/2011","12/01/2011","12/01/2011","12/01/2011",29,7,7
,,,,,,,,,,,,,,,
"A-272","Project A","MMF","M","06/12/2010","06/12/2010","06/12/2010","06/12/2010","08/12/2010","06/01/2011","06/01/2011","06/01/2011","06/01/2011",24,24,24
,,,,,,,,,,,,,,,
"A-274","Project A","Bug",,"10/12/2010","10/12/2010","10/12/2010","10/12/2010","10/12/2010","13/12/2010","16/12/2010","16/12/2010","06/01/2011",20,20,2
,,,,,,,,,,,,,,,
"A-275","Project A","Bug",,"04/01/2011","12/01/2011","12/01/2011","12/01/2011","12/01/2011","12/01/2011","12/01/2011","12/01/2011","12/01/2011",7,1,1
,,,,,,,,,,,,,,,
"A-276","Project A","MMF","S","04/01/2011","04/01/2011","07/01/2011","01/04/2011","11/04/2011","11/04/2011","13/04/2011","13/04/2011","19/04/2011",76,13,7
,,,,,,,,,,,,,,,
"A-277","Project A","Bug",,"05/01/2011","12/01/2011","12/01/2011","12/01/2011","12/01/2011","12/01/2011","12/01/2011","12/01/2011","12/01/2011",6,1,1
,,,,,,,,,,,,,,,
"A-278","Project A","Bug",,"05/01/2011","05/01/2011","18/11/2011","18/11/2011",,"18/11/2011",,,,0,0,1
,,,,,,,,,,,,,,,
"A-279","Project A","MMF",,"05/01/2011","05/01/2011",,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"A-280","Project A","Bug",,"06/01/2011",,,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"S-104","Project S","MMF",,"07/01/2011","12/01/2011",,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"A-281","Project A","Bug",,"11/01/2011","11/01/2011","11/01/2011","12/01/2011","13/01/2011",,,,,0,0,0
,,,,,,,,,,,,,,,
"A-282","Project A","MMF","M","11/01/2011",,,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"A-283","Project A","Bug",,"12/01/2011","12/01/2011","12/01/2011","13/01/2011","13/01/2011","13/01/2011","13/01/2011","27/01/2011","27/01/2011",12,11,1
,,,,,,,,,,,,,,,
"A-284","Project A","Bug",,"17/01/2011","19/01/2011","19/01/2011","11/02/2011","11/02/2011","11/02/2011","11/02/2011","11/02/2011","17/03/2011",44,25,1
,,,,,,,,,,,,,,,
"A-285","Project A","Bug",,"17/01/2011","19/01/2011","19/01/2011","19/01/2011","20/01/2011","02/02/2011","03/02/2011","04/02/2011","07/02/2011",16,14,11
,,,,,,,,,,,,,,,
"A-286","Project A","MMF","S","19/01/2011","21/01/2011","21/01/2011","01/02/2011","02/02/2011","02/02/2011","02/02/2011","02/02/2011","03/02/2011",12,3,2
,,,,,,,,,,,,,,,
"S-105","Project S","Bug",,"19/01/2011",,,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"A-287","Project A","MMF",,"19/01/2011",,,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"C-124","Project C","Bug",,"20/01/2011","20/01/2011","20/01/2011","20/01/2011","01/02/2011","03/02/2011","03/02/2011","03/02/2011","07/02/2011",13,13,11
,,,,,,,,,,,,,,,
"A-289","Project A","Bug",,"20/01/2011","20/01/2011","20/01/2011","01/03/2011","10/03/2011","10/03/2011","18/11/2011","18/11/2011","18/11/2011",217,189,8
,,,,,,,,,,,,,,,
"A-290","Project A","Bug",,"20/01/2011","01/02/2011","01/02/2011","08/02/2011","08/02/2011","08/02/2011","08/02/2011","08/02/2011","08/02/2011",14,1,1
,,,,,,,,,,,,,,,
"A-291","Project A","Bug",,"20/01/2011","01/02/2011","01/02/2011","04/02/2011","04/02/2011","04/02/2011","10/02/2011","10/02/2011","15/02/2011",19,8,1
,,,,,,,,,,,,,,,
"A-292","Project A","Bug",,"21/01/2011","21/01/2011","21/01/2011","03/02/2011","03/02/2011","03/02/2011","03/02/2011","03/02/2011","03/02/2011",10,1,1
,,,,,,,,,,,,,,,
"A-293","Project A","MMF","M","21/01/2011","01/02/2011","02/02/2011","23/02/2011","01/03/2011","03/03/2011","03/03/2011","10/03/2011","10/03/2011",35,12,7
,,,,,,,,,,,,,,,
"A-294","Project A","Bug",,"26/01/2011","01/02/2011","01/02/2011","02/02/2011","02/02/2011","03/02/2011","03/02/2011","03/02/2011","07/02/2011",9,4,2
,,,,,,,,,,,,,,,
"A-295","Project A","Bug",,"26/01/2011","01/02/2011","01/02/2011","14/02/2011","14/02/2011","14/02/2011","14/02/2011","14/02/2011","14/02/2011",14,1,1
,,,,,,,,,,,,,,,
"A-296","Project A","Bug",,"26/01/2011","04/03/2011","04/03/2011","04/03/2011","04/03/2011","04/03/2011","18/11/2011","18/11/2011","18/11/2011",213,186,1
,,,,,,,,,,,,,,,
"A-297","Project A","Bug",,"27/01/2011","27/01/2011","27/01/2011","27/01/2011","31/01/2011","01/02/2011","03/02/2011","04/02/2011","07/02/2011",8,8,4
,,,,,,,,,,,,,,,
"C-122","Project C","Bug",,"28/01/2011","31/01/2011","31/01/2011","31/01/2011",,"04/01/2012","04/01/2012","04/01/2012","04/01/2012",244,243,243
,,,,,,,,,,,,,,,
"C-123","Project C","Bug",,"28/01/2011",,,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"A-298","Project A","Bug",,"31/01/2011","01/02/2011","01/02/2011","01/02/2011","01/02/2011","02/02/2011","02/02/2011","02/02/2011","03/02/2011",4,3,2
,,,,,,,,,,,,,,,
"S-106","Project S","Bug",,"02/02/2011","10/02/2011","10/02/2011","10/02/2011","10/02/2011","10/02/2011","11/02/2011","11/02/2011","11/02/2011",8,2,1
,,,,,,,,,,,,,,,
"S-107","Project S","Bug",,"02/02/2011","03/02/2011","03/02/2011","04/02/2011","04/02/2011","09/02/2011","10/02/2011","10/02/2011","15/02/2011",10,8,4
,,,,,,,,,,,,,,,
"S-108","Project S","Bug",,"02/02/2011","02/02/2011","02/02/2011","03/02/2011","03/02/2011","03/02/2011","10/02/2011","11/02/2011","15/02/2011",10,9,1
,,,,,,,,,,,,,,,
"S-109","Project S","Bug",,"02/02/2011","03/02/2011","03/02/2011","03/02/2011","10/02/2011","10/02/2011","10/02/2011","11/02/2011","15/02/2011",10,9,6
,,,,,,,,,,,,,,,
"A-299","Project A","Bug",,"03/02/2011","11/02/2011","11/02/2011","11/02/2011","11/02/2011","14/02/2011","22/02/2011","22/02/2011","22/02/2011",14,8,2
,,,,,,,,,,,,,,,
"A-300","Project A","Bug",,"03/02/2011","04/02/2011","04/02/2011","04/02/2011","04/02/2011","04/02/2011","09/02/2011","10/02/2011","11/02/2011",7,6,1
,,,,,,,,,,,,,,,
"A-301","Project A","MMF",,"03/02/2011","03/02/2011","11/02/2011","11/02/2011","14/02/2011","21/02/2011","21/02/2011","21/02/2011","22/02/2011",14,8,7
,,,,,,,,,,,,,,,
"A-302","Project A","Bug",,"07/02/2011","07/02/2011","07/02/2011","07/02/2011","07/02/2011","07/02/2011","07/02/2011","10/02/2011","11/02/2011",5,5,1
,,,,,,,,,,,,,,,
"A-303","Project A","MMF","M","09/02/2011","09/02/2011","09/02/2011","10/02/2011","21/02/2011","21/02/2011","21/02/2011","21/02/2011","23/02/2011",11,10,8
,,,,,,,,,,,,,,,
"A-304","Project A","MMF","S","10/02/2011","11/02/2011","11/02/2011","26/04/2011","26/04/2011","26/04/2011","05/05/2011","05/05/2011","13/05/2011",67,14,1
,,,,,,,,,,,,,,,
"A-305","Project A","MMF",,"10/02/2011",,,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"S-110","Project S","MMF","S","11/02/2011","11/02/2011","11/02/2011","28/02/2011","01/03/2011","01/03/2011","01/03/2011","01/03/2011","01/03/2011",13,2,2
,,,,,,,,,,,,,,,
"A-306","Project A","MMF","M","11/02/2011","11/02/2011","11/02/2011",,,,,,,0,0,0
,,,,,,,,,,,,,,,
"A-307","Project A","MMF","S","11/02/2011","11/02/2011","11/02/2011",,,,,,,0,0,0
,,,,,,,,,,,,,,,
"A-308","Project A","Bug",,"14/02/2011","23/02/2011","23/02/2011","10/03/2011","10/03/2011","10/03/2011","10/03/2011","10/03/2011","10/03/2011",19,1,1
,,,,,,,,,,,,,,,
"S-111","Project S","Bug",,"14/02/2011","24/02/2011","24/02/2011","24/02/2011","28/02/2011","28/02/2011","28/02/2011","03/03/2011","03/03/2011",14,6,3
,,,,,,,,,,,,,,,
"S-112","Project S","Bug",,"15/02/2011","21/02/2011","21/02/2011","21/02/2011","21/02/2011","21/02/2011","25/02/2011","25/02/2011","03/03/2011",13,9,1
,,,,,,,,,,,,,,,
"S-113","Project S","MMF",,"15/02/2011","22/02/2011","22/02/2011","22/02/2011","22/02/2011","23/02/2011","28/02/2011","01/03/2011","03/03/2011",13,8,2
,,,,,,,,,,,,,,,
"A-309","Project A","Bug",,"16/02/2011",,,,,,,,"23/08/2011",135,0,0
,,,,,,,,,,,,,,,
"S-114","Project S","MMF",,"22/02/2011","23/02/2011","23/02/2011","23/02/2011","24/02/2011","25/02/2011","28/02/2011","03/03/2011","03/03/2011",8,7,3
,,,,,,,,,,,,,,,
"A-310","Project A","MMF","S","24/02/2011","28/02/2011","28/02/2011","28/02/2011","04/03/2011","09/03/2011","09/03/2011","14/03/2011","14/03/2011",13,11,8
,,,,,,,,,,,,,,,
"A-311","Project A","MMF","S","24/02/2011","25/02/2011","25/02/2011","25/02/2011","25/02/2011","28/02/2011","28/02/2011","28/02/2011","28/02/2011",3,2,2
,,,,,,,,,,,,,,,
"A-312","Project A","Bug",,"28/02/2011",,,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"S-116","Project S","MMF","S","01/03/2011",,,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"S-117","Project S","MMF","S","02/03/2011","02/03/2011","02/03/2011","02/03/2011",,"04/01/2012","04/01/2012","04/01/2012","04/01/2012",221,221,221
,,,,,,,,,,,,,,,
"A-313","Project A","Bug",,"02/03/2011",,,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"A-314","Project A","Bug",,"02/03/2011","03/03/2011","03/03/2011","03/03/2011","04/03/2011",,,,,0,0,0
,,,,,,,,,,,,,,,
"A-315","Project A","Bug",,"03/03/2011","15/04/2011","15/04/2011","15/04/2011","05/05/2011","11/05/2011","11/05/2011","11/05/2011","11/05/2011",50,19,19
,,,,,,,,,,,,,,,
"S-118","Project S","MMF",,"03/03/2011","22/03/2011","22/03/2011","22/03/2011","22/03/2011","22/03/2011","24/03/2011","30/03/2011","07/04/2011",26,13,1
,,,,,,,,,,,,,,,
"S-119","Project S","Bug",,"03/03/2011",,,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"S-120","Project S","Bug",,"07/03/2011","09/03/2011","09/03/2011","09/03/2011","10/03/2011","23/03/2011","05/04/2011","05/04/2011","05/04/2011",22,20,11
,,,,,,,,,,,,,,,
"A-316","Project A","Bug",,"07/03/2011","07/03/2011","07/03/2011","07/03/2011","07/03/2011",,,,,0,0,0
,,,,,,,,,,,,,,,
"A-317","Project A","Bug",,"07/03/2011",,,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"A-318","Project A","MMF","S","08/03/2011",,,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"S-121","Project S","MMF",,"08/03/2011","17/03/2011","17/03/2011","17/03/2011","17/03/2011","22/03/2011","24/03/2011","30/03/2011","07/04/2011",23,16,4
,,,,,,,,,,,,,,,
"A-319","Project A","Bug","S","10/03/2011",,,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"C-125","Project C","Bug",,"10/03/2011","24/03/2011","04/01/2012","04/01/2012",,"04/01/2012","04/01/2012","04/01/2012","04/01/2012",215,1,1
,,,,,,,,,,,,,,,
"S-122","Project S","Bug",,"10/03/2011",,,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"S-123","Project S","Bug",,"10/03/2011","21/03/2011","21/03/2011","21/03/2011","21/03/2011","21/03/2011","24/03/2011","07/04/2011","07/04/2011",21,14,1
,,,,,,,,,,,,,,,
"A-320","Project A","Bug",,"10/03/2011","21/03/2011","21/03/2011","24/03/2011","24/03/2011","24/03/2011","01/04/2011","01/04/2011","01/04/2011",17,7,1
,,,,,,,,,,,,,,,
"A-321","Project A","Bug",,"15/03/2011","15/03/2011","15/03/2011","15/03/2011","15/03/2011","17/03/2011","17/03/2011","17/03/2011","17/03/2011",3,3,3
,,,,,,,,,,,,,,,
"S-124","Project S","Bug",,"18/03/2011","18/03/2011","18/03/2011","18/03/2011","18/03/2011","22/03/2011","22/03/2011","22/03/2011","22/03/2011",3,3,3
,,,,,,,,,,,,,,,
"A-322","Project A","Bug",,"21/03/2011",,,,,,,,"23/08/2011",112,0,0
,,,,,,,,,,,,,,,
"S-125","Project S","Bug",,"21/03/2011","23/03/2011","23/03/2011","23/03/2011",,,,,,0,0,0
,,,,,,,,,,,,,,,
"A-323","Project A","Bug",,"22/03/2011","23/03/2011","23/03/2011","23/03/2011","23/03/2011","23/03/2011","23/03/2011","23/03/2011","23/03/2011",2,1,1
,,,,,,,,,,,,,,,
"A-324","Project A","Bug",,"23/03/2011","24/03/2011","24/03/2011","24/03/2011","29/03/2011","01/04/2011","01/04/2011","06/04/2011","06/04/2011",11,10,7
,,,,,,,,,,,,,,,
"S-126","Project S","MMF","M","23/03/2011",,,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"A-325","Project A","MMF","S","23/03/2011",,,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"A-326","Project A","Bug",,"23/03/2011","23/03/2011","23/03/2011",,,,,,,0,0,0
,,,,,,,,,,,,,,,
"A-327","Project A","MMF",,"23/03/2011","24/03/2011","24/03/2011","24/03/2011","01/04/2011","01/04/2011","01/04/2011","06/04/2011","06/04/2011",11,10,7
,,,,,,,,,,,,,,,
"A-328","Project A","Bug",,"24/03/2011","30/03/2011","30/03/2011","25/03/2011",,,,,,0,0,0
,,,,,,,,,,,,,,,
"A-329","Project A","Bug",,"25/03/2011","30/03/2011",,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"A-330","Project A","Bug",,"28/03/2011","01/04/2011","01/04/2011","01/04/2011","01/04/2011","01/04/2011","01/04/2011","01/04/2011","06/04/2011",8,4,1
,,,,,,,,,,,,,,,
"A-331","Project A","Bug",,"30/03/2011",,"12/07/2011",,,,,,,0,0,0
,,,,,,,,,,,,,,,
"A-332","Project A","Bug",,"30/03/2011",,,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"S-127","Project S","Bug",,"31/03/2011",,,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"A-333","Project A","MMF","S","31/03/2011",,,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"A-334","Project A","MMF",,"01/04/2011","12/04/2011","12/04/2011","12/04/2011","13/04/2011","13/04/2011","13/04/2011","13/04/2011","19/04/2011",13,6,2
,,,,,,,,,,,,,,,
"A-335","Project A","MMF","S","05/04/2011","19/04/2011","26/04/2011","05/05/2011","05/05/2011","06/05/2011","13/05/2011","13/05/2011","13/05/2011",29,7,2
,,,,,,,,,,,,,,,
"A-336","Project A","MMF",,"05/04/2011",,,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"A-337","Project A","Bug",,"05/04/2011",,,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"S-128","Project S","MMF","S","06/04/2011",,"16/08/2011","16/09/2011",,"19/09/2011","19/09/2011","19/09/2011","19/09/2011",119,2,2
,,,,,,,,,,,,,,,
"S-129","Project S","MMF","S","07/04/2011",,,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"S-130","Project S","Bug",,"07/04/2011",,,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"S-131","Project S","Bug",,"07/04/2011",,,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"A-338","Project A","MMF",,"07/04/2011","15/04/2011","15/04/2011","20/04/2011","20/04/2011","21/04/2011","05/05/2011","05/05/2011","18/11/2011",162,153,2
,,,,,,,,,,,,,,,
"A-339","Project A","Bug",,"08/04/2011",,,,,,,,"13/04/2011",4,0,0
,,,,,,,,,,,,,,,
"A-340","Project A","MMF",,"13/04/2011",,"03/10/2011","03/10/2011",,"03/10/2011","03/10/2011","03/10/2011","03/10/2011",124,1,1
,,,,,,,,,,,,,,,
"A-341","Project A","Bug",,"13/04/2011","13/04/2011","13/04/2011","13/04/2011","13/04/2011","13/04/2011","13/04/2011","13/04/2011","19/04/2011",5,5,1
,,,,,,,,,,,,,,,
"S-132","Project S","MMF","S","13/04/2011","13/04/2011","13/04/2011","13/04/2011","13/04/2011","19/04/2011","10/05/2011","10/05/2011","12/05/2011",22,22,5
,,,,,,,,,,,,,,,
"A-343","Project A","MMF","S","15/04/2011","18/04/2011","18/04/2011","19/04/2011","28/04/2011","05/05/2011","05/05/2011","05/05/2011","10/05/2011",18,16,13
,,,,,,,,,,,,,,,
"A-344","Project A","MMF","M","15/04/2011","15/04/2011","15/04/2011","13/05/2011","06/06/2011","06/06/2011","06/06/2011","06/06/2011","14/06/2011",43,23,17
,,,,,,,,,,,,,,,
"A-345","Project A","MMF","M","15/04/2011","15/04/2011","15/04/2011","16/05/2011","31/05/2011","31/05/2011","31/05/2011","31/05/2011","14/06/2011",43,22,12
,,,,,,,,,,,,,,,
"A-346","Project A","MMF",,"15/04/2011",,,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"A-347","Project A","Bug",,"18/04/2011",,,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"A-348","Project A","MMF",,"18/04/2011","04/05/2011","05/05/2011","05/05/2011","13/05/2011","13/05/2011","13/05/2011","13/05/2011","17/05/2011",22,9,7
,,,,,,,,,,,,,,,
"A-349","Project A","MMF","S","20/04/2011","16/05/2011","16/05/2011","16/05/2011","16/05/2011","16/05/2011","24/05/2011","24/05/2011","24/05/2011",25,7,1
,,,,,,,,,,,,,,,
"A-350","Project A","MMF","S","05/05/2011","05/05/2011","05/05/2011","05/05/2011","24/05/2011","24/05/2011","24/05/2011","24/05/2011","24/05/2011",14,14,14
,,,,,,,,,,,,,,,
"A-351","Project A","Bug",,"09/05/2011",,,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"A-352","Project A","Bug",,"09/05/2011",,,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"S-133","Project S","MMF","M","10/05/2011","24/05/2011","24/05/2011",,,,,,,0,0,0
,,,,,,,,,,,,,,,
"A-353","Project A","MMF","M","10/05/2011","24/05/2011","24/05/2011",,,,,,,0,0,0
,,,,,,,,,,,,,,,
"A-354","Project A","Bug",,"11/05/2011","11/05/2011","11/05/2011","11/05/2011","11/05/2011","17/05/2011","17/05/2011","17/05/2011","17/05/2011",5,5,5
,,,,,,,,,,,,,,,
"A-355","Project A","Bug",,"11/05/2011","11/05/2011","11/05/2011","11/05/2011","11/05/2011",,,,,0,0,0
,,,,,,,,,,,,,,,
"A-356","Project A","MMF","S","12/05/2011","12/05/2011","12/05/2011","12/05/2011","12/05/2011","12/05/2011","12/05/2011","12/05/2011","12/05/2011",1,1,1
,,,,,,,,,,,,,,,
"A-357","Project A","MMF","S","12/05/2011","12/05/2011","12/05/2011","12/05/2011","12/05/2011","12/05/2011","12/05/2011","12/05/2011","12/05/2011",1,1,1
,,,,,,,,,,,,,,,
"A-358","Project A","Bug",,"16/05/2011","24/05/2011","24/05/2011","24/05/2011","24/05/2011","24/05/2011","24/05/2011","24/05/2011","24/05/2011",7,1,1
,,,,,,,,,,,,,,,
"S-134","Project S","MMF",,"19/05/2011","24/05/2011","24/05/2011","24/05/2011","02/06/2011","02/06/2011","02/06/2011","02/06/2011","08/06/2011",15,12,8
,,,,,,,,,,,,,,,
"A-359","Project A","Bug",,"19/05/2011","23/05/2011","23/05/2011","24/05/2011","24/05/2011","24/05/2011","27/05/2011","06/06/2011","06/06/2011",13,10,1
,,,,,,,,,,,,,,,
"S-135","Project S","MMF","S","24/05/2011","24/05/2011","01/06/2011","01/06/2011","06/06/2011","08/06/2011","08/06/2011","09/06/2011","04/07/2011",30,24,6
,,,,,,,,,,,,,,,
"A-360","Project A","Bug",,"24/05/2011","01/06/2011","23/06/2011","23/06/2011",,"23/06/2011","01/07/2011","01/07/2011","04/07/2011",30,8,1
,,,,,,,,,,,,,,,
"A-361","Project A","Bug",,"26/05/2011","01/06/2011","01/06/2011","01/06/2011",,"23/06/2011","01/07/2011","01/07/2011","04/07/2011",28,24,17
,,,,,,,,,,,,,,,
"A-362","Project A","Bug",,"27/05/2011","08/06/2011","08/06/2011","08/06/2011","08/06/2011","08/06/2011","15/06/2011","15/06/2011","15/06/2011",14,6,1
,,,,,,,,,,,,,,,
"A-363","Project A","MMF","M","31/05/2011","31/05/2011",,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"S-136","Project S","MMF",,"01/06/2011","08/06/2011","08/06/2011","25/10/2011",,"25/10/2011","25/10/2011","25/10/2011","25/10/2011",105,1,1
,,,,,,,,,,,,,,,
"A-364","Project A","Bug",,"01/06/2011","01/06/2011","01/06/2011",,,,,,,0,0,0
,,,,,,,,,,,,,,,
"A-365","Project A","Bug",,"01/06/2011","01/06/2011","01/06/2011","01/06/2011","01/06/2011","01/06/2011","01/06/2011","01/06/2011","01/06/2011",1,1,1
,,,,,,,,,,,,,,,
"A-366","Project A","Bug",,"01/06/2011",,,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"A-367","Project A","MMF","S","01/06/2011","01/06/2011","14/06/2011","14/06/2011",,"14/06/2011","14/06/2011","15/06/2011","15/06/2011",11,2,1
,,,,,,,,,,,,,,,
"A-368","Project A","MMF",,"01/06/2011",,,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"A-369","Project A","Bug",,"03/06/2011","06/06/2011","06/06/2011","06/06/2011","06/06/2011","06/06/2011","15/06/2011","15/06/2011","15/06/2011",9,8,1
,,,,,,,,,,,,,,,
"A-370","Project A","Bug",,"06/06/2011",,,,,,,,"15/08/2011",51,0,0
,,,,,,,,,,,,,,,
"A-371","Project A","MMF","L","06/06/2011","06/06/2011","14/06/2011","14/06/2011",,"14/06/2011","14/06/2011","14/06/2011","14/06/2011",7,1,1
,,,,,,,,,,,,,,,
"A-372","Project A","MMF","S","06/06/2011",,,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"A-373","Project A","MMF","M","07/06/2011",,"13/06/2011","13/06/2011",,"13/06/2011","14/06/2011","15/06/2011","15/06/2011",7,3,1
,,,,,,,,,,,,,,,
"A-374","Project A","MMF",,"07/06/2011",,,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"S-137","Project S","MMF",,"07/06/2011","08/06/2011","08/06/2011","25/10/2011",,"25/10/2011","25/10/2011","25/10/2011","25/10/2011",101,1,1
,,,,,,,,,,,,,,,
"A-375","Project A","Bug","S","07/06/2011",,"08/07/2011","08/07/2011",,"08/07/2011","08/07/2011","08/07/2011","08/07/2011",24,1,1
,,,,,,,,,,,,,,,
"A-376","Project A","MMF","S","07/06/2011",,"12/07/2011","12/07/2011",,"12/07/2011","12/07/2011","12/07/2011","12/07/2011",26,1,1
,,,,,,,,,,,,,,,
"S-138","Project S","MMF","M","08/06/2011",,,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"S-139","Project S","MMF","M","09/06/2011",,,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"C-126","Project C","MMF",,"09/06/2011",,"21/06/2011","21/06/2011",,"22/06/2011","01/07/2011","01/07/2011","01/07/2011",17,9,2
,,,,,,,,,,,,,,,
"C-127","Project C","Bug",,"10/06/2011",,"10/06/2011","10/06/2011",,"16/06/2011","17/06/2011","21/06/2011","22/06/2011",9,9,5
,,,,,,,,,,,,,,,
"A-377","Project A","Bug",,"10/06/2011",,,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"S-140","Project S","MMF",,"14/06/2011",,"21/06/2011","21/06/2011",,"21/06/2011","21/06/2011","21/06/2011","21/06/2011",6,1,1
,,,,,,,,,,,,,,,
"A-378","Project A","MMF",,"15/06/2011",,"16/06/2011","16/06/2011",,"16/06/2011","16/06/2011","16/06/2011","17/06/2011",3,2,1
,,,,,,,,,,,,,,,
"S-141","Project S","Bug",,"17/06/2011",,"23/06/2011","23/06/2011",,"24/06/2011","24/06/2011","24/06/2011","24/06/2011",6,2,2
,,,,,,,,,,,,,,,
"S-142","Project S","Bug",,"17/06/2011",,,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"C-128","Project C","MMF",,"20/06/2011",,"22/06/2011","22/06/2011",,"22/06/2011","22/06/2011","22/06/2011","22/06/2011",3,1,1
,,,,,,,,,,,,,,,
"A-379","Project A","Bug",,"21/06/2011",,"21/06/2011","21/06/2011",,"21/06/2011","21/06/2011","21/06/2011","21/06/2011",1,1,1
,,,,,,,,,,,,,,,
"A-380","Project A","MMF","S","23/06/2011",,,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"C-129","Project C","Bug",,"23/06/2011",,"30/06/2011","29/06/2011",,,,,,0,0,0
,,,,,,,,,,,,,,,
"S-144","Project S","MMF","S","23/06/2011",,,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"S-145","Project S","MMF","M","23/06/2011",,,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"A-381","Project A","Bug",,"24/06/2011",,"04/07/2011","04/07/2011",,"04/07/2011","06/07/2011","06/07/2011","06/07/2011",9,3,1
,,,,,,,,,,,,,,,
"A-382","Project A","MMF",,"24/06/2011",,"12/07/2011","12/07/2011",,"12/07/2011","12/07/2011","12/07/2011","12/07/2011",13,1,1
,,,,,,,,,,,,,,,
"A-383","Project A","Bug",,"30/06/2011",,"08/07/2011","08/07/2011",,"08/07/2011","26/07/2011","29/07/2011","29/07/2011",22,16,1
,,,,,,,,,,,,,,,
"C-130","Project C","Bug",,"01/07/2011",,"01/07/2011","07/07/2011",,"07/07/2011","07/07/2011","07/07/2011","08/07/2011",6,2,1
,,,,,,,,,,,,,,,
"C-131","Project C","Bug",,"01/07/2011",,"04/01/2012","04/01/2012",,"04/01/2012","04/01/2012","04/01/2012","04/01/2012",134,1,1
,,,,,,,,,,,,,,,
"A-384","Project A","Bug",,"01/07/2011",,"01/07/2011","01/07/2011",,"01/07/2011","01/07/2011","04/07/2011","04/07/2011",2,2,1
,,,,,,,,,,,,,,,
"C-132","Project C","MMF",,"07/07/2011",,"15/08/2011","15/08/2011",,"15/08/2011","15/08/2011","15/08/2011","15/08/2011",28,1,1
,,,,,,,,,,,,,,,
"A-385","Project A","MMF","S","08/07/2011",,"12/07/2011",,,,,,,0,0,0
,,,,,,,,,,,,,,,
"A-386","Project A","MMF","S","08/07/2011",,,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"A-387","Project A","MMF","S","08/07/2011",,,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"A-388","Project A","MMF",,"11/07/2011",,,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"A-389","Project A","Bug",,"11/07/2011",,"12/07/2011","07/09/2011",,"07/09/2011","14/09/2011","14/09/2011","14/09/2011",48,6,1
,,,,,,,,,,,,,,,
"A-391","Project A","MMF",,"12/07/2011",,,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"C-133","Project C","MMF",,"18/07/2011",,,,,,,,,0,0,0
,,,,,,,,,,,,,,,
